,alignment position,genomic position,edited or not,positional entropy,average score difference
Pl_psaA,121,99,0,1.00,0
Pl_psaA,122,100,0,0.80,0
Pl_psaA,123,101,0,1.00,0
Pl_psaA,124,102,0,0.83,0
Pl_psaA,125,103,0,1.00,0
Pl_psaA,126,104,0,1.00,0
Pl_psaA,127,105,1,1.00,11.00
Pl_psaA,128,106,0,0.75,0
Pl_psaA,129,107,1,0.95,0.93
Pl_psaA,130,108,0,1.00,0
Pl_psaA,131,109,0,1.00,0
Pl_psaA,132,110,0,0.87,0
Pl_psaA,133,111,1,0.89,0.00
Pl_psaA,134,112,0,1.00,0
Pl_psaA,135,113,0,1.00,0
Pl_psaA,136,114,1,0.79,4.31
Pl_psaA,137,115,0,1.00,0
Pl_psaA,138,116,1,0.95,3.10
Pl_psaA,139,117,0,1.00,0
Pl_psaA,140,118,1,1.00,6.00
Pl_psaA,141,119,0,0.78,0
Pl_psaA,142,120,1,0.90,3.76
Pl_psaA,143,121,0,0.74,0
Pl_psaA,144,122,0,1.00,0
Pl_psaA,145,123,0,0.73,0
Pl_psaA,146,124,0,1.00,0
Pl_psaA,147,125,0,0.71,0
Pl_psaA,148,126,0,1.00,0
Pl_psaA,149,127,0,1.00,0
Pl_psaA,150,128,0,1.00,0
Pl_psaA,151,129,0,0.70,0
Pl_psaA,152,130,0,1.00,0
Pl_psaA,153,131,0,0.92,0
Pl_psaA,154,132,0,0.68,0
Pl_psaA,155,133,0,1.00,0
Pl_psaA,156,134,0,1.00,0
Pl_psaA,157,135,0,0.87,0
Pl_psaA,158,136,0,0.69,0
Pl_psaA,159,137,0,1.00,0
Pl_psaA,160,138,0,1.00,0
Pl_psaA,161,139,0,0.95,0
Pl_psaA,162,140,0,0.66,0
Pl_psaA,163,141,0,1.00,0
Pl_psaA,164,142,0,0.42,0
Pl_psaA,165,143,1,0.78,3.00
Pl_psaA,166,144,0,1.00,0
Pl_psaA,167,145,0,1.00,0
Pl_psaA,168,146,0,0.50,0
Pl_psaA,169,147,0,0.83,0
Pl_psaA,170,148,0,0.95,0
Pl_psaA,171,149,1,0.69,-4.28
Pl_psaA,172,150,1,0.92,4.07
Pl_psaA,173,151,0,0.82,0
Pl_psaA,174,152,0,0.95,0
Pl_psaA,175,153,0,0.38,0
Pl_psaA,176,154,0,0.77,0
Pl_psaA,177,155,0,0.78,0
Pl_psaA,178,156,0,0.63,0
Pl_psaA,179,157,1,0.81,1.79
Pl_psaA,180,158,1,0.95,0.00
Pl_psaA,181,159,1,0.61,-0.45
Pl_psaA,182,160,0,0.95,0
Pl_psaA,183,161,0,0.92,0
Pl_psaA,184,162,0,1.00,0
Pl_psaA,185,163,0,1.00,0
Pl_psaA,186,164,0,0.90,0
Pl_psaA,187,165,0,1.00,0
Pl_psaA,188,166,0,0.95,0
Pl_psaA,189,167,0,1.00,0
Pl_psaA,190,168,0,0.95,0
Pl_psaA,191,169,0,0.87,0
Pl_psaA,192,170,0,1.00,0
Pl_psaA,193,171,1,1.00,-1.00
Pl_psaA,194,172,0,0.95,0
Pl_psaA,195,173,0,1.00,0
Pl_psaA,196,174,0,0.87,0
Pl_psaA,197,175,0,1.00,0
Pl_psaA,198,176,0,1.00,0
Pl_psaA,199,177,0,1.00,0
Pl_psaA,200,178,0,0.92,0
Pl_psaA,201,179,0,0.79,0
Pl_psaA,202,180,0,1.00,0
Pl_psaA,203,181,0,1.00,0
Pl_psaA,204,182,0,1.00,0
Pl_psaA,205,183,0,0.77,0
Pl_psaA,206,184,0,1.00,0
Pl_psaA,207,185,0,1.00,0
Pl_psaA,208,186,0,1.00,0
Pl_psaA,209,187,0,1.00,0
Pl_psaA,210,188,1,0.76,3.83
Pl_psaA,211,189,0,0.92,0
Pl_psaA,212,190,0,1.00,0
Pl_psaA,213,191,0,0.95,0
Pl_psaA,214,192,0,1.00,0
Pl_psaA,215,193,0,1.00,0
Pl_psaA,216,194,0,1.00,0
Pl_psaA,217,195,0,0.78,0
Pl_psaA,218,196,1,1.00,1.00
Pl_psaA,219,197,1,0.76,5.24
Pl_psaA,220,198,0,1.00,0
Pl_psaA,221,199,0,0.73,0
Pl_psaA,222,200,0,1.00,0
Pl_psaA,223,201,0,1.00,0
Pl_psaA,224,202,1,0.95,-0.93
Pl_psaA,225,203,0,0.95,0
Pl_psaA,226,204,0,1.00,0
Pl_psaA,227,205,0,0.73,0
Pl_psaA,228,206,0,0.73,0
Pl_psaA,229,207,0,0.95,0
Pl_psaA,230,208,0,1.00,0
Pl_psaA,231,209,1,0.85,0.66
Pl_psaA,232,210,0,1.00,0
Pl_psaA,233,211,0,0.82,0
Pl_psaA,234,212,0,0.92,0
Pl_psaA,235,213,0,1.00,0
Pl_psaA,236,214,0,0.95,0
Pl_psaA,237,215,1,0.77,2.14
Pl_psaA,238,216,0,1.00,0
Pl_psaA,239,217,1,0.82,3.90
Pl_psaA,240,218,0,0.62,0
Pl_psaA,241,219,1,0.87,6.76
Pl_psaA,242,220,0,0.67,0
Pl_psaA,243,221,1,0.90,2.03
Pl_psaA,244,222,1,0.89,-1.00
Pl_psaA,245,223,1,1.00,-1.00
Pl_psaA,246,224,0,0.95,0
Pl_psaA,247,225,1,1.00,1.00
Pl_psaA,248,226,0,0.84,0
Pl_psaA,249,227,0,0.95,0
Pl_psaA,250,228,0,0.85,0
Pl_psaA,251,229,0,0.74,0
Pl_psaA,252,230,0,0.44,0
Pl_psaA,253,231,0,1.00,0
Pl_psaA,254,232,0,0.77,0
Pl_psaA,255,233,0,0.60,0
Pl_psaA,256,234,1,0.95,2.00
Pl_psaA,257,235,0,0.75,0
Pl_psaA,258,236,0,0.65,0
Pl_psaA,259,237,0,0.84,0
Pl_psaA,260,238,0,0.95,0
Pl_psaA,261,239,1,1.00,3.00
Pl_psaA,262,240,0,1.00,0
Pl_psaA,263,241,0,1.00,0
Pl_psaA,264,242,0,1.00,0
Pl_psaA,265,243,0,0.43,0
Pl_psaA,266,244,0,0.78,0
Pl_psaA,267,245,0,1.00,0
Pl_psaA,270,246,0,1.00,0
Pl_psaA,271,247,0,1.00,0
Pl_psaA,272,248,0,1.00,0
Pl_psaA,273,249,0,0.72,0
Pl_psaA,274,250,0,0.73,0
Pl_psaA,275,251,0,0.77,0
Pl_psaA,276,252,1,1.00,-3.00
Pl_psaA,277,253,0,0.53,0
Pl_psaA,278,254,0,0.77,0
Pl_psaA,279,255,0,1.00,0
Pl_psaA,280,256,0,0.87,0
Pl_psaA,281,257,0,0.92,0
Pl_psaA,282,258,0,0.95,0
Pl_psaA,283,259,1,1.00,-3.00
Pl_psaA,284,260,0,0.95,0
Pl_psaA,285,261,0,1.00,0
Pl_psaA,286,262,0,0.89,0
Pl_psaA,287,263,0,0.95,0
Pl_psaA,288,264,0,1.00,0
Pl_psaA,292,268,0,0.95,0
Pl_psaA,293,269,0,0.87,0
Pl_psaA,295,270,0,0.76,0
Pl_psaA,296,271,0,1.00,0
Pl_psaA,297,272,0,1.00,0
Pl_psaA,298,273,0,0.82,0
Pl_psaA,299,274,1,1.00,-1.00
Pl_psaA,300,275,1,1.00,-2.00
Pl_psaA,301,276,1,1.00,-3.00
Pl_psaA,302,277,0,0.79,0
Pl_psaA,303,278,0,1.00,0
Pl_psaA,304,279,0,0.52,0
Pl_psaA,305,280,0,1.00,0
Pl_psaA,306,281,0,1.00,0
Pl_psaA,307,282,0,1.00,0
Pl_psaA,308,283,0,1.00,0
Pl_psaA,309,284,0,0.95,0
Pl_psaA,310,285,1,1.00,5.00
Pl_psaA,311,286,0,0.78,0
Pl_psaA,312,287,0,0.92,0
Pl_psaA,313,288,1,0.87,1.14
Pl_psaA,314,289,0,0.95,0
Pl_psaA,315,290,0,1.00,0
Pl_psaA,316,291,0,0.79,0
Pl_psaA,317,292,0,0.60,0
Pl_psaA,318,293,0,1.00,0
Pl_psaA,319,294,0,1.00,0
Pl_psaA,320,295,1,1.00,1.00
Pl_psaA,321,296,0,0.95,0
Pl_psaA,329,297,1,1.00,6.00
Pl_psaA,330,298,0,1.00,0
Pl_psaA,331,299,1,0.82,2.86
Pl_psaA,332,300,0,0.76,0
Pl_psaA,333,301,1,0.90,3.00
Pl_psaA,334,302,0,0.75,0
Pl_psaA,335,303,0,0.95,0
Pl_psaA,336,304,1,1.00,-7.00
Pl_psaA,337,305,0,0.95,0
Pl_psaA,338,306,0,0.85,0
Pl_psaA,339,307,1,1.00,0.00
Pl_psaA,340,308,0,0.95,0
Pl_psaA,341,309,0,1.00,0
Pl_psaA,342,310,1,1.00,-1.00
Pl_psaA,343,311,0,0.83,0
Pl_psaA,344,312,0,1.00,0
Pl_psaA,354,313,1,0.90,-4.03
Pl_psaA,355,314,0,0.95,0
Pl_psaA,356,315,1,0.95,1.79
Pl_psaA,357,316,1,0.95,1.03
Pl_psaA,358,317,0,1.00,0
Pl_psaA,359,318,0,1.00,0
Pl_psaA,360,319,0,1.00,0
Pl_psaA,361,320,1,0.95,2.14
Pl_psaA,362,321,0,0.95,0
Pl_psaA,363,322,0,1.00,0
Pl_psaA,364,323,0,0.89,0
Pl_psaA,365,324,0,0.89,0
Pl_psaA,366,325,0,1.00,0
Pl_psaA,367,326,0,1.00,0
Pl_psaA,368,327,0,1.00,0
Pl_psaA,369,328,0,0.87,0
Pl_psaA,370,329,1,0.57,0.00
Pl_psaA,371,330,0,1.00,0
Pl_psaA,372,331,0,1.00,0
Pl_psaA,373,332,0,0.90,0
Pl_psaA,374,333,0,0.89,0
Pl_psaA,375,334,0,1.00,0
Pl_psaA,376,335,1,0.95,-1.97
Pl_psaA,377,336,0,0.95,0
Pl_psaA,378,337,0,0.95,0
Pl_psaA,379,338,0,1.00,0
Pl_psaA,380,339,0,1.00,0
Pl_psaA,381,340,1,1.00,1.00
Pl_psaA,382,341,0,1.00,0
Pl_psaA,383,342,1,0.87,3.45
Pl_psaA,384,343,1,1.00,2.00
Pl_psaA,385,344,0,1.00,0
Pl_psaA,386,345,0,0.95,0
Pl_psaA,387,346,0,1.00,0
Pl_psaA,388,347,0,1.00,0
Pl_psaA,389,348,0,0.95,0
Pl_psaA,390,349,1,0.78,0.00
Pl_psaA,391,350,1,0.89,1.79
Pl_psaA,392,351,0,0.79,0
Pl_psaA,393,352,0,1.00,0
Pl_psaA,394,353,0,1.00,0
Pl_psaA,395,354,1,0.69,3.17
Pl_psaA,396,355,0,1.00,0
Pl_psaA,397,356,0,0.95,0
Pl_psaA,398,357,0,0.95,0
Pl_psaA,399,358,0,0.89,0
Pl_psaA,400,359,0,0.87,0
Pl_psaA,401,360,0,1.00,0
Pl_psaA,402,361,1,1.00,2.00
Pl_psaA,403,362,0,1.00,0
Pl_psaA,404,363,0,1.00,0
Pl_psaA,405,364,0,0.79,0
Pl_psaA,406,365,0,1.00,0
Pl_psaA,407,366,0,1.00,0
Pl_psaA,408,367,0,1.00,0
Pl_psaA,409,368,0,0.95,0
Pl_psaA,410,369,0,1.00,0
Pl_psaA,411,370,0,0.89,0
Pl_psaA,412,371,0,0.77,0
Pl_psaA,413,372,0,0.73,0
Pl_psaA,414,373,0,1.00,0
Pl_psaA,415,374,0,0.79,0
Pl_psaA,416,375,0,0.77,0
Pl_psaA,417,376,0,1.00,0
Pl_psaA,418,377,0,1.00,0
Pl_psaA,419,378,1,0.80,3.45
Pl_psaA,420,379,0,0.70,0
Pl_psaA,421,380,0,1.00,0
Pl_psaA,422,381,0,0.90,0
Pl_psaA,423,382,0,0.87,0
Pl_psaA,424,383,1,0.95,2.97
Pl_psaA,425,384,0,1.00,0
Pl_psaA,426,385,0,1.00,0
Pl_psaA,427,386,1,0.95,4.97
Pl_psaA,428,387,0,0.58,0
Pl_psaA,429,388,0,0.92,0
Pl_psaA,436,389,0,0.95,0
Pl_psaA,437,390,0,0.92,0
Pl_psaA,438,391,1,0.83,-5.38
Pl_psaA,439,392,1,0.95,-0.93
Pl_psaA,440,393,0,1.00,0
Pl_psaA,441,394,1,1.00,-2.00
Pl_psaA,442,395,1,0.79,-0.66
Pl_psaA,443,396,1,0.70,0.86
Pl_psaA,444,397,1,0.95,-1.00
Pl_psaA,445,398,0,1.00,0
Pl_psaA,446,399,0,1.00,0
Pl_psaA,447,400,0,0.95,0
Pl_psaA,448,401,0,0.80,0
Pl_psaA,449,402,0,1.00,0
Pl_psaA,450,403,1,0.95,-0.93
Pl_psaA,451,404,0,0.95,0
Pl_psaA,452,405,0,1.00,0
Pl_psaA,453,406,0,1.00,0
Pl_psaA,454,407,0,1.00,0
Pl_psaA,455,408,0,1.00,0
Pl_psaA,456,409,1,0.92,2.93
Pl_psaA,457,410,0,0.95,0
Pl_psaA,458,411,0,1.00,0
Pl_psaA,459,412,1,1.00,0.00
Pl_psaA,460,413,0,1.00,0
Pl_psaA,461,414,0,1.00,0
Pl_psaA,462,415,0,0.64,0
Pl_psaA,463,416,0,1.00,0
Pl_psaA,464,417,0,0.89,0
Pl_psaA,465,418,0,1.00,0
Pl_psaA,466,419,0,1.00,0
Pl_psaA,467,420,1,0.89,2.97
Pl_psaA,468,421,0,1.00,0
Pl_psaA,469,422,1,0.89,-0.79
Pl_psaA,470,423,0,1.00,0
Pl_psaA,471,424,0,1.00,0
Pl_psaA,472,425,0,1.00,0
Pl_psaA,473,426,0,1.00,0
Pl_psaA,474,427,0,1.00,0
Pl_psaA,475,428,0,0.87,0
Pl_psaA,476,429,0,1.00,0
Pl_psaA,477,430,0,1.00,0
Pl_psaA,478,431,0,1.00,0
Pl_psaA,479,432,1,1.00,4.00
Pl_psaA,480,433,0,0.62,0
Pl_psaA,481,434,0,0.82,0
Pl_psaA,482,435,0,1.00,0
Pl_psaA,483,436,1,0.95,3.86
Pl_psaA,484,437,0,1.00,0
Pl_psaA,485,438,0,0.95,0
Pl_psaA,486,439,0,1.00,0
Pl_psaA,487,440,0,0.56,0
Pl_psaA,488,441,0,0.92,0
Pl_psaA,489,442,0,1.00,0
Pl_psaA,490,443,0,0.77,0
Pl_psaA,491,444,0,1.00,0
Pl_psaA,492,445,0,0.78,0
Pl_psaA,493,446,0,1.00,0
Pl_psaA,494,447,0,0.82,0
Pl_psaA,495,448,0,1.00,0
Pl_psaA,496,449,0,1.00,0
Pl_psaA,497,450,0,0.89,0
Pl_psaA,498,451,0,0.82,0
Pl_psaA,499,452,1,0.77,-2.52
Pl_psaA,500,453,0,1.00,0
Pl_psaA,501,454,1,0.63,-0.45
Pl_psaA,523,455,0,0.87,0
Pl_psaA,525,457,0,1.00,0
Pl_psaA,526,458,0,0.95,0
Pl_psaA,527,459,1,0.76,3.83
Pl_psaA,528,460,0,0.64,0
Pl_psaA,529,461,0,0.77,0
Pl_psaA,530,462,0,0.60,0
Pl_psaA,531,463,0,0.75,0
Pl_psaA,532,464,0,0.78,0
Pl_psaA,533,465,1,0.62,2.48
Pl_psaA,534,466,0,1.00,0
Pl_psaA,535,467,0,0.78,0
Pl_psaA,536,468,0,1.00,0
Pl_psaA,537,469,0,0.72,0
Pl_psaA,538,470,1,0.92,3.72
Pl_psaA,539,471,0,1.00,0
Pl_psaA,540,472,0,0.89,0
Pl_psaA,541,473,0,0.43,0
Pl_psaA,542,474,0,1.00,0
Pl_psaA,543,475,0,0.95,0
Pl_psaA,544,476,0,1.00,0
Pl_psaA,545,477,0,0.92,0
Pl_psaA,546,478,0,1.00,0
Pl_psaA,547,479,0,1.00,0
Pl_psaA,548,480,0,0.82,0
Pl_psaA,549,481,0,1.00,0
Pl_psaA,550,482,1,1.00,11.00
Pl_psaA,551,483,0,1.00,0
Pl_psaA,552,484,0,1.00,0
Pl_psaA,553,485,0,1.00,0
Pl_psaA,554,486,0,1.00,0
Pl_psaA,555,487,0,1.00,0
Pl_psaA,556,488,0,1.00,0
Pl_psaA,557,489,0,1.00,0
Pl_psaA,558,490,0,1.00,0
Pl_psaA,559,491,1,1.00,1.00
Pl_psaA,560,492,0,0.95,0
Pl_psaA,561,493,0,0.84,0
Pl_psaA,562,494,0,1.00,0
Pl_psaA,563,495,0,1.00,0
Pl_psaA,564,496,0,1.00,0
Pl_psaA,565,497,0,0.87,0
Pl_psaA,566,498,0,1.00,0
Pl_psaA,567,499,0,1.00,0
Pl_psaA,568,500,0,0.74,0
Pl_psaA,569,501,0,1.00,0
Pl_psaA,570,502,0,0.78,0
Pl_psaA,571,503,0,0.83,0
Pl_psaA,572,504,0,1.00,0
Pl_psaA,573,505,0,0.78,0
Pl_psaA,574,506,0,1.00,0
Pl_psaA,575,507,0,0.79,0
Pl_psaA,576,508,0,1.00,0
Pl_psaA,577,509,0,1.00,0
Pl_psaA,578,510,0,1.00,0
Pl_psaA,579,511,0,1.00,0
Pl_psaA,580,512,0,1.00,0
Pl_psaA,581,513,0,0.84,0
Pl_psaA,582,514,0,0.95,0
Pl_psaA,583,515,0,1.00,0
Pl_psaA,584,516,0,1.00,0
Pl_psaA,585,517,0,1.00,0
Pl_psaA,586,518,0,1.00,0
Pl_psaA,587,519,0,1.00,0
Pl_psaA,588,520,0,1.00,0
Pl_psaA,589,521,0,1.00,0
Pl_psaA,590,522,0,1.00,0
Pl_psaA,591,523,0,1.00,0
Pl_psaA,592,524,0,1.00,0
Pl_psaA,593,525,0,1.00,0
Pl_psaA,594,526,0,1.00,0
Pl_psaA,595,527,0,1.00,0
Pl_psaA,596,528,0,1.00,0
Pl_psaA,597,529,0,1.00,0
Pl_psaA,598,530,0,1.00,0
Pl_psaA,599,531,0,1.00,0
Pl_psaA,600,532,0,0.85,0
Pl_psaA,601,533,0,1.00,0
Pl_psaA,602,534,0,0.72,0
Pl_psaA,603,535,0,1.00,0
Pl_psaA,604,536,0,1.00,0
Pl_psaA,605,537,0,0.89,0
Pl_psaA,606,538,0,0.89,0
Pl_psaA,607,539,0,1.00,0
Pl_psaA,608,540,0,1.00,0
Pl_psaA,609,541,0,1.00,0
Pl_psaA,610,542,1,0.95,3.86
Pl_psaA,611,543,0,1.00,0
Pl_psaA,612,544,0,1.00,0
Pl_psaA,613,545,0,1.00,0
Pl_psaA,614,546,0,1.00,0
Pl_psaA,615,547,0,1.00,0
Pl_psaA,616,548,0,0.77,0
Pl_psaA,617,549,0,0.78,0
Pl_psaA,618,550,0,1.00,0
Pl_psaA,619,551,1,0.77,0.10
Pl_psaA,620,552,0,0.89,0
Pl_psaA,621,553,0,0.89,0
Pl_psaA,622,554,0,1.00,0
Pl_psaA,623,555,0,1.00,0
Pl_psaA,624,556,0,1.00,0
Pl_psaA,625,557,0,0.95,0
Pl_psaA,626,558,0,1.00,0
Pl_psaA,627,559,0,1.00,0
Pl_psaA,628,560,1,1.00,4.00
Pl_psaA,629,561,0,1.00,0
Pl_psaA,630,562,0,1.00,0
Pl_psaA,631,563,0,1.00,0
Pl_psaA,632,564,0,0.95,0
Pl_psaA,633,565,0,1.00,0
Pl_psaA,634,566,0,1.00,0
Pl_psaA,635,567,0,0.73,0
Pl_psaA,636,568,0,0.78,0
Pl_psaA,637,569,1,0.66,-0.93
Pl_psaA,638,570,0,0.46,0
Pl_psaA,640,572,1,0.41,-0.62
Pl_psaA,641,573,1,1.00,0.00
Pl_psaA,642,574,1,0.37,0.66
Pl_psaA,643,575,0,0.78,0
Pl_psaA,644,576,1,0.80,0.21
Pl_psaA,645,577,0,1.00,0
Pl_psaA,646,578,0,0.95,0
Pl_psaA,647,579,0,0.95,0
Pl_psaA,648,580,0,0.95,0
Pl_psaA,649,581,0,0.95,0
Pl_psaA,650,582,0,1.00,0
Pl_psaA,651,583,0,1.00,0
Pl_psaA,652,584,1,0.90,2.83
Pl_psaA,653,585,0,0.77,0
Pl_psaA,654,586,0,0.92,0
Pl_psaA,655,587,0,0.78,0
Pl_psaA,656,588,0,0.75,0
Pl_psaA,657,589,0,0.95,0
Pl_psaA,658,590,0,0.95,0
Pl_psaA,659,591,0,1.00,0
Pl_psaA,660,592,0,1.00,0
Pl_psaA,661,593,0,1.00,0
Pl_psaA,662,594,0,1.00,0
Pl_psaA,663,595,0,1.00,0
Pl_psaA,664,596,0,1.00,0
Pl_psaA,665,597,0,1.00,0
Pl_psaA,666,598,0,1.00,0
Pl_psaA,667,599,0,1.00,0
Pl_psaA,668,600,0,0.78,0
Pl_psaA,669,601,0,0.95,0
Pl_psaA,670,602,0,0.92,0
Pl_psaA,671,603,0,0.92,0
Pl_psaA,672,604,0,1.00,0
Pl_psaA,673,605,0,1.00,0
Pl_psaA,674,606,0,0.92,0
Pl_psaA,675,607,0,1.00,0
Pl_psaA,676,608,0,1.00,0
Pl_psaA,677,609,0,1.00,0
Pl_psaA,678,610,0,1.00,0
Pl_psaA,679,611,1,1.00,0.00
Pl_psaA,680,612,0,0.85,0
Pl_psaA,681,613,1,0.79,-1.31
Pl_psaA,682,614,0,1.00,0
Pl_psaA,683,615,0,1.00,0
Pl_psaA,684,616,0,1.00,0
Pl_psaA,685,617,1,1.00,6.00
Pl_psaA,686,618,0,0.95,0
Pl_psaA,687,619,0,0.81,0
Pl_psaA,688,620,0,1.00,0
Pl_psaA,689,621,0,1.00,0
Pl_psaA,690,622,0,0.95,0
Pl_psaA,691,623,0,1.00,0
Pl_psaA,692,624,0,1.00,0
Pl_psaA,693,625,0,0.95,0
Pl_psaA,694,626,0,0.74,0
Pl_psaA,695,627,0,1.00,0
Pl_psaA,696,628,0,1.00,0
Pl_psaA,697,629,0,1.00,0
Pl_psaA,698,630,0,1.00,0
Pl_psaA,699,631,0,1.00,0
Pl_psaA,700,632,0,1.00,0
Pl_psaA,701,633,0,1.00,0
Pl_psaA,702,634,0,1.00,0
Pl_psaA,703,635,0,1.00,0
Pl_psaA,704,636,0,1.00,0
Pl_psaA,705,637,0,1.00,0
Pl_psaA,706,638,0,1.00,0
Pl_psaA,707,639,0,1.00,0
Pl_psaA,708,640,0,1.00,0
Pl_psaA,709,641,0,1.00,0
Pl_psaA,710,642,0,1.00,0
Pl_psaA,711,643,0,1.00,0
Pl_psaA,712,644,0,1.00,0
Pl_psaA,713,645,0,1.00,0
Pl_psaA,714,646,0,1.00,0
Pl_psaA,715,647,0,1.00,0
Pl_psaA,716,648,1,0.92,2.00
Pl_psaA,717,649,0,0.95,0
Pl_psaA,718,650,0,1.00,0
Pl_psaA,719,651,1,1.00,4.00
Pl_psaA,720,652,0,1.00,0
Pl_psaA,721,653,1,0.95,3.97
Pl_psaA,722,654,0,1.00,0
Pl_psaA,723,655,0,0.76,0
Pl_psaA,724,656,1,0.77,-1.90
Pl_psaA,725,657,0,0.68,0
Pl_psaA,726,658,1,0.90,-3.79
Pl_psaA,727,659,0,1.00,0
Pl_psaA,728,660,1,0.65,0.17
Pl_psaA,729,661,0,0.92,0
Pl_psaA,730,662,0,0.95,0
Pl_psaA,731,663,0,1.00,0
Pl_psaA,732,664,0,1.00,0
Pl_psaA,733,665,0,1.00,0
Pl_psaA,734,666,0,1.00,0
Pl_psaA,735,667,0,1.00,0
Pl_psaA,736,668,0,1.00,0
Pl_psaA,737,669,0,0.92,0
Pl_psaA,738,670,0,1.00,0
Pl_psaA,739,671,0,1.00,0
Pl_psaA,740,672,0,1.00,0
Pl_psaA,741,673,0,1.00,0
Pl_psaA,742,674,0,1.00,0
Pl_psaA,743,675,0,1.00,0
Pl_psaA,744,676,0,0.73,0
Pl_psaA,745,677,1,0.87,0.45
Pl_psaA,746,678,0,0.95,0
Pl_psaA,747,679,0,1.00,0
Pl_psaA,748,680,0,1.00,0
Pl_psaA,749,681,0,0.95,0
Pl_psaA,750,682,0,1.00,0
Pl_psaA,751,683,0,1.00,0
Pl_psaA,752,684,0,1.00,0
Pl_psaA,753,685,1,0.82,2.48
Pl_psaA,754,686,0,1.00,0
Pl_psaA,755,687,0,1.00,0
Pl_psaA,756,688,0,1.00,0
Pl_psaA,757,689,0,0.78,0
Pl_psaA,758,690,0,1.00,0
Pl_psaA,759,691,0,1.00,0
Pl_psaA,760,692,1,0.84,3.24
Pl_psaA,761,693,0,1.00,0
Pl_psaA,762,694,0,1.00,0
Pl_psaA,763,695,0,0.79,0
Pl_psaA,764,696,0,0.92,0
Pl_psaA,765,697,0,0.82,0
Pl_psaA,766,698,0,0.82,0
Pl_psaA,767,699,0,0.76,0
Pl_psaB,19,2,0,0.90,0
Pl_psaB,20,3,0,0.65,0
Pl_psaB,21,4,0,0.78,0
Pl_psaB,22,5,0,0.84,0
Pl_psaB,24,6,0,0.95,0
Pl_psaB,25,7,0,0.95,0
Pl_psaB,26,8,1,0.82,1.83
Pl_psaB,27,9,1,0.95,-3.87
Pl_psaB,28,10,0,0.95,0
Pl_psaB,29,11,1,0.85,-2.07
Pl_psaB,42,13,0,0.95,0
Pl_psaB,43,14,0,0.70,0
Pl_psaB,44,15,0,1.00,0
Pl_psaB,45,16,0,0.95,0
Pl_psaB,46,17,0,1.00,0
Pl_psaB,47,18,0,0.90,0
Pl_psaB,48,19,0,0.95,0
Pl_psaB,49,20,0,0.79,0
Pl_psaB,50,21,1,0.95,0.83
Pl_psaB,51,22,0,0.85,0
Pl_psaB,52,23,0,0.95,0
Pl_psaB,53,24,1,0.90,0.90
Pl_psaB,54,25,0,0.85,0
Pl_psaB,55,26,0,0.95,0
Pl_psaB,56,27,0,1.00,0
Pl_psaB,57,28,0,0.74,0
Pl_psaB,58,29,0,1.00,0
Pl_psaB,61,32,0,0.68,0
Pl_psaB,62,33,1,0.87,0.93
Pl_psaB,63,34,1,0.95,-6.87
Pl_psaB,64,35,1,0.74,0.07
Pl_psaB,65,36,1,0.78,1.20
Pl_psaB,66,37,1,0.95,-1.93
Pl_psaB,67,38,1,0.90,-4.67
Pl_psaB,68,39,1,0.90,-0.20
Pl_psaB,72,40,0,0.97,0
Pl_psaB,73,41,0,1.00,0
Pl_psaB,74,42,0,0.79,0
Pl_psaB,75,43,0,1.00,0
Pl_psaB,76,44,0,0.95,0
Pl_psaB,77,45,0,0.95,0
Pl_psaB,78,46,0,0.95,0
Pl_psaB,79,47,0,0.95,0
Pl_psaB,80,48,0,0.95,0
Pl_psaB,81,49,1,1.00,-1.00
Pl_psaB,82,50,0,0.85,0
Pl_psaB,83,51,0,0.92,0
Pl_psaB,84,52,0,0.92,0
Pl_psaB,85,53,0,0.82,0
Pl_psaB,86,54,0,1.00,0
Pl_psaB,87,55,0,0.95,0
Pl_psaB,88,56,0,1.00,0
Pl_psaB,89,57,0,1.00,0
Pl_psaB,90,58,1,0.90,2.83
Pl_psaB,91,59,1,0.85,0.67
Pl_psaB,92,60,0,0.95,0
Pl_psaB,93,61,0,0.90,0
Pl_psaB,94,62,0,0.95,0
Pl_psaB,95,63,0,1.00,0
Pl_psaB,96,64,0,1.00,0
Pl_psaB,97,65,0,0.92,0
Pl_psaB,98,66,0,0.95,0
Pl_psaB,99,67,0,1.00,0
Pl_psaB,100,68,1,0.95,-0.10
Pl_psaB,101,69,0,1.00,0
Pl_psaB,102,70,0,1.00,0
Pl_psaB,103,71,0,1.00,0
Pl_psaB,104,72,0,0.87,0
Pl_psaB,105,73,0,0.61,0
Pl_psaB,106,74,0,0.95,0
Pl_psaB,107,75,0,0.66,0
Pl_psaB,108,76,1,0.54,-0.87
Pl_psaB,109,77,0,0.83,0
Pl_psaB,110,78,0,1.00,0
Pl_psaB,111,79,0,0.87,0
Pl_psaB,112,80,0,0.74,0
Pl_psaB,113,81,0,0.74,0
Pl_psaB,114,82,0,0.75,0
Pl_psaB,115,83,0,1.00,0
Pl_psaB,116,84,0,0.90,0
Pl_psaB,117,85,0,0.95,0
Pl_psaB,118,86,0,1.00,0
Pl_psaB,119,87,0,0.65,0
Pl_psaB,120,88,0,0.95,0
Pl_psaB,121,89,0,0.90,0
Pl_psaB,122,90,0,1.00,0
Pl_psaB,123,91,1,1.00,10.00
Pl_psaB,124,92,1,0.95,5.83
